slot,message_theme,theme_plain_english,source_layer,unit,anomaly_score,metric_snapshot,context_family,context_label,split_family,split_label,role_segment,pitch_role
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:runner_context:lt2_out_on_third,1.0476724137931035,OPS=0.607;OBP=0.207;K%=0.138;PA=29,,,runner_context,lt2_out_on_third,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:inning_context:1,1.0307446808510636,OPS=0.642;OBP=0.28;K%=0.28;PA=50,,,inning_context,1,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:inning_context:1,1.02859649122807,OPS=0.491;OBP=0.333;K%=0.333;PA=24,,,inning_context,1,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:day:2,1.027692973775359,OPS=0.627;OBP=0.255;K%=0.191;PA=47,,,day,2,OF_high_leverage_usage,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:inning_context:1,1.0049660397074192,OPS=0.549;OBP=0.273;K%=0.242;PA=33,,,inning_context,1,DH_primary_or_bridge,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:score_context:2_out_risp,0.9829477782867613,OPS=0.677;OBP=0.338;K%=0.203;PA=74,,,score_context,2_out_risp,OF_lower_or_mixed_usage,
foreign_hitter,first_base_traffic_converter,turn runner-on-first states into scoring-position pressure,role_split_context,OF_lower_or_mixed_usage:runner_context:on_first_second,0.964072827417381,OPS=0.595;OBP=0.279;K%=0.163;PA=43,,,runner_context,on_first_second,OF_lower_or_mixed_usage,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_runway_context,DH_primary_or_bridge:risp,0.9571428571428572,OPS=0.943;OBP=0.463;GDP/PA=0.0;PA=67,,,,risp,DH_primary_or_bridge,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:inning_context:7,0.9524358974358976,OPS=0.624;OBP=0.317;K%=0.15;PA=60,,,inning_context,7,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:inning_context:innings_7_9,0.9125,OPS=0.762;OBP=0.338;K%=0.205;PA=73,,,inning_context,innings_7_9,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:day:4,0.9083834586466166,OPS=0.602;OBP=0.286;K%=0.095;PA=42,,,day,4,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:stadium:1001,0.9053571428571427,OPS=0.693;OBP=0.343;K%=0.127;PA=71,,,stadium,1001,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:day:5,0.9,OPS=0.878;OBP=0.352;K%=0.125;PA=72,,,day,5,OF_lower_or_mixed_usage,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:inning_context:innings_7_9,0.875576923076923,OPS=0.859;OBP=0.369;K%=0.262;PA=65,,,inning_context,innings_7_9,DH_primary_or_bridge,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:vsTeam:12001,0.875,OPS=0.838;OBP=0.371;K%=0.186;PA=70,,,vsTeam,12001,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:vsTeam:6002,0.8697727272727274,OPS=0.648;OBP=0.273;K%=0.227;PA=44,,,vsTeam,6002,OF_lower_or_mixed_usage,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:day:5,0.8674014778325123,OPS=0.55;OBP=0.343;K%=0.257;PA=35,,,day,5,DH_primary_or_bridge,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:pitcher_type:vs_left,0.8625,OPS=0.891;OBP=0.391;K%=0.116;PA=69,,,pitcher_type,vs_left,OF_high_leverage_usage,
foreign_hitter,two_strike_survival_bat,reduce replacement-slot collapse after two strikes,role_split_context,OF_lower_or_mixed_usage:terminal_count:3B_2S,0.8625,OPS=0.893;OBP=0.551;K%=0.174;PA=69,,,terminal_count,3B_2S,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:pitcher_type:vs_left_orthdodx,0.8625,OPS=0.891;OBP=0.391;K%=0.116;PA=69,,,pitcher_type,vs_left_orthdodx,OF_high_leverage_usage,
foreign_hitter,two_strike_survival_bat,reduce replacement-slot collapse after two strikes,role_split_context,OF_lower_or_mixed_usage:after_count:after_3B_2S,0.8625,OPS=0.893;OBP=0.551;K%=0.174;PA=69,,,after_count,after_3B_2S,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:vsTeam:3001,0.8577815214135973,OPS=0.676;OBP=0.317;K%=0.175;PA=63,,,vsTeam,3001,OF_lower_or_mixed_usage,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:month:month6,0.8526050420168064,OPS=0.674;OBP=0.353;K%=0.412;PA=34,,,month,month6,DH_primary_or_bridge,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:score_context:more_five_run,0.8508128583128584,OPS=0.667;OBP=0.243;K%=0.216;PA=37,,,score_context,more_five_run,DH_primary_or_bridge,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:after_count:after_3B_0S,0.8400000000000001,OPS=0.962;OBP=0.641;K%=0.25;PA=64,,,after_count,after_3B_0S,DH_primary_or_bridge,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:runner_context:risp,0.8375,OPS=0.943;OBP=0.463;K%=0.194;PA=67,,,runner_context,risp,DH_primary_or_bridge,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:inning_context:9,0.8375,OPS=0.732;OBP=0.373;K%=0.149;PA=67,,,inning_context,9,OF_lower_or_mixed_usage,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:after_count:after_3B_1S,0.8139035087719297,OPS=0.947;OBP=0.614;K%=0.281;PA=57,,,after_count,after_3B_1S,DH_primary_or_bridge,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:inning_context:4,0.8125,OPS=0.787;OBP=0.369;K%=0.138;PA=65,,,inning_context,4,OF_lower_or_mixed_usage,
foreign_hitter,two_strike_survival_bat,reduce replacement-slot collapse after two strikes,role_split_context,DH_primary_or_bridge:terminal_count:3B_2S,0.8106521739130432,OPS=0.714;OBP=0.522;K%=0.348;PA=46,,,terminal_count,3B_2S,DH_primary_or_bridge,
foreign_hitter,two_strike_survival_bat,reduce replacement-slot collapse after two strikes,role_split_context,DH_primary_or_bridge:after_count:after_3B_2S,0.8106521739130432,OPS=0.714;OBP=0.522;K%=0.348;PA=46,,,after_count,after_3B_2S,DH_primary_or_bridge,
foreign_pitcher,run_prevention_stabilizer,raise the floor of run prevention across contexts,pitching_team_context_rank,count:2B_0S,0.8066666666666668,ERA_rank=2.0;WHIP_rank=1.0;OPS_allowed_rank=1.0;TBF=56,count,2B_0S,,,,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:inning_context:6,0.8033482142857142,OPS=0.699;OBP=0.359;K%=0.156;PA=64,,,inning_context,6,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:vsTeam:5002,0.775,OPS=0.745;OBP=0.361;K%=0.097;PA=62,,,vsTeam,5002,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:inning_context:8,0.7496428571428573,OPS=0.718;OBP=0.286;K%=0.163;PA=49,,,inning_context,8,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:vsTeam:11001,0.7365909090909091,OPS=0.805;OBP=0.418;K%=0.255;PA=55,,,vsTeam,11001,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:month:month6,0.7,OPS=0.86;OBP=0.393;K%=0.107;PA=56,,,month,month6,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:day:6,0.6899296675191815,OPS=0.679;OBP=0.353;K%=0.157;PA=51,,,day,6,OF_high_leverage_usage,
foreign_hitter,first_base_traffic_converter,turn runner-on-first states into scoring-position pressure,role_split_context,DH_primary_or_bridge:runner_context:lt2_out_on_first,0.6802777777777775,OPS=0.821;OBP=0.333;K%=0.289;PA=45,,,runner_context,lt2_out_on_first,DH_primary_or_bridge,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:pitcher_type:vs_left_orthdodx,0.675,OPS=0.761;OBP=0.389;K%=0.222;PA=54,,,pitcher_type,vs_left_orthdodx,DH_primary_or_bridge,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:pitcher_type:vs_left,0.675,OPS=0.761;OBP=0.389;K%=0.222;PA=54,,,pitcher_type,vs_left,DH_primary_or_bridge,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:day:0,0.6481818181818184,OPS=0.731;OBP=0.295;K%=0.205;PA=44,,,day,0,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:vsTeam:6002,0.638712121212121,OPS=0.61;OBP=0.292;K%=0.125;PA=24,,,vsTeam,6002,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:terminal_count:0B_1S,0.6375,OPS=0.852;OBP=0.32;K%=0.0;PA=51,,,terminal_count,0B_1S,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:vsTeam:2002,0.6363312693498453,OPS=0.669;OBP=0.316;K%=0.263;PA=38,,,vsTeam,2002,OF_lower_or_mixed_usage,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:inning_context:5,0.6257142857142854,OPS=0.619;OBP=0.333;K%=0.292;PA=24,,,inning_context,5,DH_primary_or_bridge,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:inning_context:6,0.6182407407407406,OPS=0.72;OBP=0.37;K%=0.37;PA=27,,,inning_context,6,DH_primary_or_bridge,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:stadium:7003,0.617548076923077,OPS=0.613;OBP=0.344;K%=0.156;PA=32,,,stadium,7003,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:stadium:4003,0.6119047619047617,OPS=0.595;OBP=0.357;K%=0.179;PA=28,,,stadium,4003,OF_high_leverage_usage,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:vsTeam:6002,0.6115045766590388,OPS=0.62;OBP=0.304;K%=0.261;PA=23,,,vsTeam,6002,DH_primary_or_bridge,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:inning_context:8,0.6045833333333334,OPS=0.646;OBP=0.333;K%=0.333;PA=21,,,inning_context,8,DH_primary_or_bridge,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:terminal_count:0B_0S,0.5980555555555556,OPS=0.823;OBP=0.311;K%=0.0;PA=45,,,terminal_count,0B_0S,OF_high_leverage_usage,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:day:6,0.5913888888888887,OPS=1.034;OBP=0.444;K%=0.244;PA=45,,,day,6,DH_primary_or_bridge,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:inning_context:3,0.5913690476190476,OPS=0.568;OBP=0.381;K%=0.19;PA=21,,,inning_context,3,DH_primary_or_bridge,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:day:3,0.5875,OPS=1.034;OBP=0.383;K%=0.17;PA=47,,,day,3,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:stadium:6001,0.5857608695652174,OPS=0.759;OBP=0.304;K%=0.348;PA=23,,,stadium,6001,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:stadium:2002,0.5646014492753619,OPS=0.639;OBP=0.292;K%=0.125;PA=24,,,stadium,2002,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:terminal_count:1B_1S,0.5572727272727274,OPS=0.795;OBP=0.318;K%=0.0;PA=44,,,terminal_count,1B_1S,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:month:month6,0.5533108108108108,OPS=0.797;OBP=0.297;K%=0.135;PA=37,,,month,month6,OF_high_leverage_usage,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:vsTeam:5002,0.5532352941176469,OPS=0.782;OBP=0.353;K%=0.294;PA=34,,,vsTeam,5002,DH_primary_or_bridge,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:vsTeam:12001,0.5455555555555556,OPS=0.716;OBP=0.361;K%=0.278;PA=36,,,vsTeam,12001,DH_primary_or_bridge,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:vsTeam:10001,0.5430405405405405,OPS=0.78;OBP=0.351;K%=0.27;PA=37,,,vsTeam,10001,DH_primary_or_bridge,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:vsTeam:10001,0.5367307692307692,OPS=0.875;OBP=0.308;K%=0.154;PA=39,,,vsTeam,10001,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:runner_context:2_out_on_third,0.5336124896608767,OPS=0.682;OBP=0.359;K%=0.205;PA=39,,,runner_context,2_out_on_third,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:month:month3,0.5100400457665905,OPS=0.611;OBP=0.348;K%=0.13;PA=23,,,month,month3,OF_lower_or_mixed_usage,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:day:2,0.5081451612903226,OPS=0.813;OBP=0.355;K%=0.29;PA=31,,,day,2,DH_primary_or_bridge,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:score_context:2_out_risp,0.5,OPS=0.901;OBP=0.375;K%=0.2;PA=40,,,score_context,2_out_risp,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:vsTeam:5002,0.49184210526315797,OPS=0.773;OBP=0.316;K%=0.132;PA=38,,,vsTeam,5002,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:day:5,0.48903846153846137,OPS=0.75;OBP=0.333;K%=0.231;PA=39,,,day,5,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:inning_context:3,0.4871428571428572,OPS=0.766;OBP=0.286;K%=0.143;PA=28,,,inning_context,3,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:terminal_count:1B_0S,0.475,OPS=1.097;OBP=0.395;K%=0.0;PA=38,,,terminal_count,1B_0S,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:vsTeam:7002,0.4625,OPS=0.718;OBP=0.351;K%=0.189;PA=37,,,vsTeam,7002,OF_high_leverage_usage,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:vsTeam:7002,0.45136363636363636,OPS=0.717;OBP=0.364;K%=0.318;PA=22,,,vsTeam,7002,DH_primary_or_bridge,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:stadium:1001,0.45,OPS=0.816;OBP=0.361;K%=0.139;PA=36,,,stadium,1001,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:vsTeam:12001,0.45,OPS=0.795;OBP=0.389;K%=0.222;PA=36,,,vsTeam,12001,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:terminal_count:1B_0S,0.45,OPS=0.775;OBP=0.333;K%=0.0;PA=36,,,terminal_count,1B_0S,OF_high_leverage_usage,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:score_context:2_out_risp,0.4375,OPS=0.799;OBP=0.429;K%=0.2;PA=35,,,score_context,2_out_risp,DH_primary_or_bridge,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:stadium:1001,0.43734848484848476,OPS=0.762;OBP=0.333;K%=0.242;PA=33,,,stadium,1001,DH_primary_or_bridge,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:after_count:after_3B_0S,0.425,OPS=0.989;OBP=0.6;K%=0.147;PA=34,,,after_count,after_3B_0S,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:stadium:8001,0.4125,OPS=0.985;OBP=0.485;K%=0.152;PA=33,,,stadium,8001,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:score_context:more_five_run,0.4125,OPS=0.896;OBP=0.333;K%=0.121;PA=33,,,score_context,more_five_run,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:inning_context:4,0.4,OPS=1.231;OBP=0.438;K%=0.094;PA=32,,,inning_context,4,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:stadium:8005,0.38999999999999996,OPS=0.821;OBP=0.35;K%=0.3;PA=20,,,stadium,8005,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:runner_context:on_second,0.3875,OPS=0.861;OBP=0.452;K%=0.129;PA=31,,,runner_context,on_second,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:inning_context:5,0.3875,OPS=0.884;OBP=0.419;K%=0.065;PA=31,,,inning_context,5,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:runner_context:on_second,0.3816666666666666,OPS=0.953;OBP=0.367;K%=0.233;PA=30,,,runner_context,on_second,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:after_count:after_3B_1S,0.375,OPS=0.937;OBP=0.548;K%=0.167;PA=30,,,after_count,after_3B_1S,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:vsTeam:3001,0.35,OPS=0.766;OBP=0.321;K%=0.179;PA=28,,,vsTeam,3001,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_lower_or_mixed_usage:terminal_count:3B_1S,0.3458333333333333,OPS=0.667;OBP=0.667;K%=0.0;PA=21,,,terminal_count,3B_1S,OF_lower_or_mixed_usage,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:inning_context:7,0.3265384615384614,OPS=0.983;OBP=0.346;K%=0.231;PA=26,,,inning_context,7,DH_primary_or_bridge,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:inning_context:8,0.325,OPS=1.223;OBP=0.462;K%=0.115;PA=26,,,inning_context,8,OF_high_leverage_usage,
foreign_hitter,first_base_traffic_converter,turn runner-on-first states into scoring-position pressure,role_split_context,OF_lower_or_mixed_usage:runner_context:on_first_third,0.3,OPS=0.787;OBP=0.375;K%=0.125;PA=24,,,runner_context,on_first_third,OF_lower_or_mixed_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:vsTeam:2002,0.28227272727272734,OPS=0.718;OBP=0.318;K%=0.182;PA=22,,,vsTeam,2002,OF_high_leverage_usage,
foreign_hitter,two_strike_survival_bat,reduce replacement-slot collapse after two strikes,role_split_context,OF_high_leverage_usage:after_count:after_3B_2S,0.278690476190476,OPS=0.861;OBP=0.476;K%=0.238;PA=21,,,after_count,after_3B_2S,OF_high_leverage_usage,
foreign_hitter,two_strike_survival_bat,reduce replacement-slot collapse after two strikes,role_split_context,OF_high_leverage_usage:terminal_count:3B_2S,0.278690476190476,OPS=0.861;OBP=0.476;K%=0.238;PA=21,,,terminal_count,3B_2S,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:terminal_count:0B_1S,0.2625,OPS=0.933;OBP=0.333;K%=0.0;PA=21,,,terminal_count,0B_1S,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:vsTeam:1001,0.2625,OPS=0.889;OBP=0.333;K%=0.095;PA=21,,,vsTeam,1001,OF_high_leverage_usage,
foreign_hitter,context_runway_bat,add offense in SSG-specific weak game states,role_split_context,OF_high_leverage_usage:inning_context:9,0.2581453634085213,OPS=0.697;OBP=0.381;K%=0.2;PA=20,,,inning_context,9,OF_high_leverage_usage,
foreign_hitter,of_dh_bridge_bat,repair the replacement-relevant OF/DH bridge,role_split_context,DH_primary_or_bridge:runner_context:on_second,0.25,OPS=1.183;OBP=0.6;K%=0.15;PA=20,,,runner_context,on_second,DH_primary_or_bridge,
